"Plot"	"Block"	"Entry"	"Genotype"	"Rep"	"X06022019"	"X06062019"	"X06082019"	"X06102019"	"X06132019"	"X06172019"	"X06252019"	"X06282019"	"X07022019"	"X07082019"	"X07102019"	"X07122019"	"X07152019"	"X07172019"	"X07182019"	"X07192019"	"X07222019"	"X07252019"	"X07312019"	"X08082019"	"X08212019"
"11"	"YC19:1011"	1	233	"MS226"	"1"	1.6078431372549	1.1764705882353	0.823529411764703	1.01960784313725	0.901960784313722	2.27450980392157	1.92156862745098	3.45098039215686	4.51137254901961	5.72549019607843	9.5686274509804	4.35294117647059	7.5721568627451	12.6666666666667	13.0486274509804	11.3372549019608	15.1286274509804	24.4705882352941	21.4509803921569	23.921568627451	11.3333333333333
"12"	"YC19:1012"	1	146	"4F-306 108"	"1"	2.23529411764706	0.784313725490193	1.17647058823529	0.823529411764703	0.980392156862747	1.94117647058823	1.64705882352941	2.86274509803922	4.19607843137255	3.85647058823529	9.65176470588235	1.88235294117647	6.90196078431373	11.4901960784314	16	10.8627450980392	13.756862745098	22.8682352941176	18.7058823529412	22.3529411764706	12.5541176470588
"13"	"YC19:1013"	1	156	"BO9"	"1"	1.80392156862745	0.784313725490193	1.1764705882353	0.392156862745097	0.784313725490204	1.96078431372549	1.92156862745098	3.49019607843137	5.6078431372549	8.13803921568627	10.6666666666667	3.64705882352941	7.13725490196078	12.7058823529412	17.0196078431373	9.88235294117647	15.6078431372549	24.1909803921569	22.8392156862745	24.6627450980392	12.6666666666667
"14"	"YC19:1014"	1	103	"A73"	"1"	1.88235294117647	0.784313725490193	1.37254901960785	0.784313725490193	1.17647058823529	1.96078431372549	1.92156862745098	3.6078431372549	6.2	10.3921568627451	11.7086274509804	7.25490196078431	8.15686274509804	13.6694117647059	15.6588235294118	9.52941176470588	15.3333333333333	25.0196078431373	22.6666666666667	23.4901960784314	12.0392156862745
"15"	"YC19:1015"	1	64	"790"	"1"	1.71647058823529	0.705882352941174	1.12941176470588	0.705882352941174	0.980392156862742	2.15686274509804	1.92156862745098	3.65254901960784	6	10.2403921568627	12.5890196078431	6.57137254901961	8.90196078431373	15.4564705882353	14.5098039215686	8.90196078431373	17.7254901960784	29.321568627451	23.6078431372549	23.8007843137255	10.4980392156863
"16"	"YC19:1016"	1	220	"DK78010"	"1"	2.52549019607843	1.01960784313725	1.49019607843137	0.705882352941174	1.01960784313725	2	1.56862745098039	4.54901960784314	7.25490196078431	12.2172549019608	13.7254901960784	7.79254901960784	9.84313725490196	16.5098039215686	15.6470588235294	8.65098039215686	19.3725490196078	31.2156862745098	26.8917647058824	26.6470588235294	12.8235294117647
"17"	"YC19:1017"	1	259	"B73"	"1"	1.56862745098039	0.405882352941187	1.44313725490196	0.431372549019606	1.1764705882353	2.21568627450981	2.15686274509804	4.76470588235294	8.03921568627451	13.541568627451	13.9490196078431	9.52941176470588	10.7529411764706	17.2156862745098	12.7309803921569	9.60784313725491	21.4117647058824	34.3070588235294	29.0603921568627	29.721568627451	13.7294117647059
"18"	"YC19:1018"	1	76	"LIBC 4"	"1"	1.96078431372549	1.1764705882353	1.92156862745098	0.627450980392155	0.784313725490204	2.19607843137255	2.23529411764706	4.39490196078431	7.43647058823529	12.8396078431372	14.2352941176471	8.6364705882353	9.56862745098039	16.4705882352941	15.0486274509804	9.64196078431372	19.8039215686274	30.6274509803922	26.7054901960784	24.3529411764706	13.6694117647059
"19"	"YC19:1019"	1	179	"PHB47"	"1"	1.88235294117647	0.784313725490193	0.792941176470597	0.823529411764703	1.17647058823529	2.33843137254902	2.04549019607843	5.05882352941177	7.96078431372549	12.3137254901961	14.3137254901961	8.23529411764705	9.60784313725491	15.6078431372549	15.3333333333333	12.3529411764706	19.1411764705882	30.8235294117647	26.1074509803922	27.3647058823529	12.5098039215686
"20"	"YC19:1020"	1	187	"PHW30"	"1"	2.19607843137255	1.72549019607843	1.64705882352942	0.823529411764703	0.666666666666664	3.01960784313726	2.07843137254902	3.64901960784314	4.90588235294118	4.70588235294118	14.1960784313726	3.05529411764706	9.01960784313725	16.2290196078431	14.9803921568627	13.1262745098039	19.2941176470588	31.8313725490196	26.3019607843137	27.7207843137255	13.5294117647059
"21"	"YC19:1021"	1	209	"A635"	"1"	2.35294117647059	0.784313725490193	1.2156862745098	0.705882352941174	1.13725490196078	1.77647058823529	1.37254901960784	2.15686274509804	2.74666666666667	1.68627450980392	12.923137254902	0.470588235294127	5.68627450980392	14.6929411764706	15.0588235294118	13.6470588235294	15.0670588235294	25.321568627451	21.8039215686275	23.2858823529412	11.1035294117647
"22"	"YC19:1022"	1	110	"DKFBHJ"	"1"	2.31372549019608	0.796078431372549	1.45098039215686	0.666666666666664	0.968627450980392	3.92156862745098	3.29411764705883	5.1764705882353	7.53294117647059	12.1454901960784	13.8274509803922	5.68235294117647	9.17647058823529	16.9803921568627	14.4501960784314	11.8666666666667	19.0588235294118	31.0980392156863	27.921568627451	30.156862745098	12.5882352941176
"23"	"YC19:1023"	1	254	"PH207"	"1"	2.7843137254902	1.1764705882353	1.37254901960784	0.901960784313722	1.21568627450981	2.47058823529412	1.64705882352941	3.96078431372549	5.6078431372549	9.70392156862745	13.1372549019608	6.45843137254902	9.1764705882353	16.3411764705882	13.8039215686274	12.1862745098039	20.078431372549	30.3529411764706	26.2352941176471	26.3058823529412	13.0470588235294
"24"	"YC19:1024"	1	59	"NK807"	"1"	1.72549019607843	0.823529411764704	2.07843137254902	0.823529411764703	0.772549019607849	2.40392156862746	2.11764705882353	4.7843137254902	7.56862745098039	11.4901960784314	11.7254901960784	7.47254901960784	8.98039215686275	15.5294117647059	13.8039215686274	12.078431372549	18.4313725490196	27.3725490196078	26.6137254901961	24.7721568627451	12.156862745098
"25"	"YC19:1025"	1	186	"PHW17"	"1"	2.74509803921569	0.784313725490193	1.24941176470588	0.745098039215684	0.862745098039213	2.03921568627451	1.72549019607843	3.17647058823529	4.38509803921569	8.53764705882353	13.5294117647059	4.82039215686271	9.72549019607843	15.6078431372549	14.2352941176471	12.14	18.5490196078431	29.921568627451	25.7647058823529	28.1356862745098	11.0980392156863
"26"	"YC19:1026"	1	105	"B87"	"1"	1.84313725490196	1.25490196078431	1.41176470588235	0.627450980392155	0.784313725490193	2.68627450980392	2.23529411764706	3.6078431372549	5.25490196078431	10.6670588235294	13.0196078431373	6.70196078431372	8.74509803921569	14.156862745098	13.843137254902	11.6862745098039	16.4705882352941	26.8627450980392	24.6666666666667	26.8627450980392	13.0286274509804
"27"	"YC19:1027"	1	158	"CI 40H"	"1"	1.6078431372549	0.684705882352936	0.901960784313722	0.705882352941185	1.17647058823529	3.05882352941176	2.62745098039216	4.03372549019608	6.16941176470588	11.6356862745098	13.2549019607843	7.09803921568628	9.2156862745098	14.278431372549	11.4509803921569	11.5686274509804	17.5827450980392	28.5490196078431	26.5450980392157	28.9411764705882	12.8627450980392
"28"	"YC19:1028"	1	6	"ND265"	"1"	1.96078431372549	0.901960784313733	1.79607843137254	0.745098039215695	0.890196078431378	2.11764705882353	2.54901960784313	4.27450980392157	6.43137254901961	11.7647058823529	13.2039215686275	7.97333333333333	9.52941176470588	13.0078431372549	14.5533333333333	11.3725490196078	17.1764705882353	28.3247058823529	26.8627450980392	24.9019607843137	13.6443137254902
"29"	"YC19:1029"	1	94	"ZS635"	"1"	1.6078431372549	0.823529411764704	1.12941176470589	0.705882352941185	0.666666666666664	2.27450980392157	1.88235294117647	3.45098039215686	5.78862745098039	9.76470588235294	11.5686274509804	6.27450980392157	8.8235294117647	15.2392156862745	13.8823529411765	11.6078431372549	18.8647058823529	30.6941176470588	25.6223529411765	28.0392156862745	13.4117647058824
"30"	"YC19:1030"	1	228	"LH93"	"1"	1.97647058823529	0.509803921568626	1.29411764705883	0.509803921568637	1.05882352941176	2.7843137254902	1.6078431372549	2.74509803921569	3.68549019607843	3.16509803921569	10.3074509803922	3.3192156862745	6.86274509803921	13.4509803921569	13.5686274509804	10.7058823529412	16	26.2745098039216	22.5490196078431	24.6274509803922	13.7647058823529
"31"	"YC19:1031"	1	211	"A659"	"1"	2.03921568627451	0.705882352941174	1.5686274509804	0.784313725490204	1.17647058823529	2.43137254901961	2.35294117647059	4.0243137254902	5.66862745098039	11.2156862745098	12.2039215686274	7.01960784313725	8.43137254901961	12.156862745098	16.8627450980392	11.1647058823529	16	26.6666666666667	24.8458823529412	26.9686274509804	12.7058823529412
"32"	"YC19:1032"	1	29	"PHN11"	"1"	1.68627450980392	1.1764705882353	1.80392156862744	0.588235294117651	0.666666666666664	2.58823529411765	1.64235294117647	3.53725490196078	5.49019607843137	9.75333333333333	13.7647058823529	7.45098039215687	9.25490196078431	15.3388235294118	13.2737254901961	11.4509803921569	19.0588235294118	27.9964705882353	25.3725490196078	23.6078431372549	12
"33"	"YC19:1033"	1	173	"N193"	"1"	2.4078431372549	0.705882352941174	1.24941176470587	0.745098039215684	1.29411764705883	2.19607843137255	2.74509803921568	5.06666666666666	6.94117647058824	11.4164705882353	11.8890196078431	7.9607843137255	9.80392156862745	14.201568627451	12.3921568627451	11.2156862745098	17.3333333333333	27.4447058823529	23.3333333333333	22.8235294117647	11.3725490196078
"34"	"YC19:1034"	1	150	"A71"	"1"	2.70588235294117	1.13372549019608	2.15686274509804	0.705882352941174	0.772549019607849	2.72549019607843	2.74509803921569	4.74509803921569	6.70588235294118	10.3137254901961	14.0792156862745	7.06470588235293	8.27450980392157	16.156862745098	14.078431372549	8.58823529411765	15.4682352941176	25.6470588235294	23.3466666666667	25.9960784313725	10.7058823529412
"35"	"YC19:1035"	1	51	"LH149"	"1"	2.27450980392157	0.901960784313724	1.45098039215687	0.901960784313722	0.941176470588232	2.66666666666667	2.10078431372549	4.27450980392157	7.03529411764706	12.9345098039216	14.5082352941176	9.29411764705882	10.3921568627451	18.4929411764706	13.8039215686274	10.2023529411765	21.6980392156863	34.0501960784314	27.9333333333333	24.5458823529412	11.8235294117647
"36"	"YC19:1036"	1	176	"NY 159 (Neveh Yaar)"	"1"	1.43490196078431	1.33333333333333	1.45098039215687	0.627450980392155	0.823529411764703	3.50980392156863	2.28666666666667	2.96274509803921	4.71764705882353	3.92156862745098	9.49647058823529	3.59843137254902	5.80392156862746	12.156862745098	15.3725490196078	10.9411764705882	13.7647058823529	25.1878431372549	21.1921568627451	23.8705882352941	12.1019607843137
"37"	"YC19:1037"	1	65	"A208"	"1"	1.80392156862745	1.21568627450981	1.52941176470589	0.901960784313722	1.25490196078431	2.86274509803922	1.7764705882353	2.71372549019608	3.71058823529412	2.15686274509804	11.1427450980392	0.980392156862744	6.28980392156862	13.5686274509804	13.8941176470588	10.9321568627451	15.5239215686274	24.5882352941176	20.6027450980392	21.2156862745098	12.4298039215686
"38"	"YC19:1038"	1	178	"Pa405"	"1"	2.19607843137255	1.64705882352941	2.19607843137255	1.2156862745098	0.784313725490193	1.90196078431372	1.64509803921568	3.76470588235294	5.88705882352941	9.52941176470588	13.5517647058823	4.90196078431373	8.62745098039215	15.2549019607843	13.8823529411765	11.4509803921569	16.9803921568627	27.7294117647059	24.6392156862745	27.7254901960784	10.2196078431373
"39"	"YC19:1039"	1	205	"A272"	"1"	3.01960784313725	1.13725490196079	1.52941176470589	0.745098039215684	1.05882352941177	2.3921568627451	1.6078431372549	3.05882352941176	4.15921568627451	4.50980392156863	11.5686274509804	2.45921568627451	8.13254901960784	13.0980392156863	16.078431372549	13.2549019607843	17.843137254902	27.9270588235294	24.8235294117647	28.5490196078431	12.403137254902
"40"	"YC19:1040"	1	207	"A627"	"1"	3.09803921568627	1.33333333333333	1.72549019607843	0.784313725490193	0.666666666666675	3.6078431372549	2.98039215686274	4.27450980392157	7.45098039215686	12.3509803921569	13.6509803921569	7.80392156862745	9.54235294117647	15.6470588235294	14.6564705882353	9.01960784313726	18.6274509803922	29.8039215686274	25.5843137254902	27.9607843137255	14.3921568627451
"41"	"YC19:1041"	1	142	"CH9"	"1"	2.19607843137255	1.1764705882353	1.29411764705882	1.01960784313725	0.862745098039213	2	1.84313725490196	4.22274509803921	6	9.12588235294117	13.1372549019608	5.7756862745098	8.71372549019608	14.5098039215686	16.2352941176471	11.2549019607843	17.6160784313726	28.0392156862745	25.2470588235294	24.7058823529412	12.5490196078431
"42"	"YC19:1042"	1	221	"DKIB014"	"1"	2.35294117647059	0.980392156862747	1.37254901960784	0.705882352941174	1.33333333333333	2.7843137254902	1.58039215686275	2.86274509803922	4.17647058823529	3.56862745098039	12.9243137254902	3.05450980392157	8.80549019607843	15.6235294117647	15.9607843137255	10.7450980392157	16.9843137254902	27.48	24.8627450980392	24.3529411764706	14.1960784313726
"43"	"YC19:1043"	1	234	"N201"	"1"	2.27450980392157	0.784313725490193	1.87686274509804	1.01960784313725	1.88235294117646	3.09803921568627	2.81686274509804	5.33333333333333	8.29725490196078	12.9803921568627	20.9556862745098	8.27843137254902	10.3921568627451	18.0392156862745	16.0392156862745	11.5411764705882	20.4705882352941	32.9019607843137	29.5803921568627	29.5098039215686	12.7505882352941
"44"	"YC19:1044"	1	126	"MQ305"	"1"	1.68627450980392	1.10980392156862	2.19607843137255	1.05882352941176	0.705882352941174	4.11764705882353	2.9635294117647	4.02901960784314	5.15176470588235	6.58823529411765	12.3921568627451	6.07843137254902	8.35294117647059	16.0666666666667	15.3333333333333	11.3725490196078	19.7364705882353	30	26.1176470588235	23.7254901960784	15.0196078431373
"45"	"YC19:1045"	1	165	"LH132 - FILL B73"	"1"	2.94117647058823	1.25490196078431	2.15686274509803	1.09803921568628	1.76470588235295	2.82352941176471	3.25490196078431	5.41176470588235	8.35294117647059	13.5011764705882	15.843137254902	9.49019607843137	10.9686274509804	17.6917647058824	15.3725490196078	10.5529411764706	22.3247058823529	34.3137254901961	29.8890196078431	29.0980392156863	11.8078431372549
"46"	"YC19:1046"	1	24	"NORTH 7"	"1"	2.07843137254902	0.901960784313724	2.11764705882352	1.05882352941177	0.784313725490193	3.5686274509804	2.78431372549019	4.51764705882353	7.09803921568627	12.078431372549	14.9858823529412	8.54901960784314	10.078431372549	16.2627450980392	13.6760784313726	12.8666666666667	20.7843137254902	31.7254901960784	24.8235294117647	22.5435294117647	15.1372549019608
"47"	"YC19:1047"	1	248	"SD40"	"1"	2.50980392156863	1.1764705882353	1.80392156862745	1.05882352941177	1.45098039215686	2.62745098039216	2.27450980392157	5.64705882352941	8.66666666666667	13.0196078431373	15.1662745098039	8.82352941176471	9.97372549019607	17.5294117647059	1.68627450980392	12.6666666666667	20.4517647058824	31.5294117647059	27.636862745098	28.1176470588235	11.0862745098039
"48"	"YC19:1048"	1	63	"W64A"	"1"	3.61176470588235	1.1764705882353	2.31372549019608	0.980392156862753	0.588235294117645	2.98039215686275	2.55294117647059	4.3921568627451	6.77137254901961	11.843137254902	14.2745098039216	8.19607843137255	9.17647058823529	16.2352941176471	2.3921568627451	12.278431372549	19.1372549019608	30.3360784313725	25.643137254902	23.0196078431373	13.8039215686275
"49"	"YC19:1049"	1	218	"C103"	"1"	3.66274509803922	1.68627450980392	1.92156862745097	0.901960784313722	0.901960784313722	3.29411764705882	2.29686274509804	3.45098039215686	4.1878431372549	5.17647058823529	12.9509803921569	4.82352941176471	8.07843137254902	13.8823529411765	2.35294117647059	12.4313725490196	19.0980392156863	28.0164705882353	22.1176470588235	25.1070588235294	15.2156862745098
"50"	"YC19:1050"	1	238	"Os420"	"1"	3.2156862745098	1.17647058823529	1.84313725490197	1.13725490196078	1.45098039215687	3.68627450980392	3.03921568627451	4.94117647058824	8.12823529411764	13.8823529411765	15.7647058823529	8.86274509803921	10.3921568627451	17.8039215686275	1.84313725490196	12.156862745098	22.3137254901961	34.5721568627451	29.9898039215686	31.0980392156863	15.4509803921569
"51"	"YC19:1051"	1	237	"OH33"	"1"	2.50980392156862	0.901960784313728	2.23529411764706	1.09803921568627	0.705882352941183	3.45098039215686	2.58823529411765	4.66666666666667	7.2156862745098	10.5882352941176	16.316862745098	8.98039215686275	10.7843137254902	18.9411764705882	13.3129411764706	10.1960784313725	22.6666666666667	36.0223529411765	31.2941176470588	33.0352941176471	14.6274509803922
"52"	"YC19:1052"	1	260	"B73"	"1"	2.3921568627451	0.952941176470588	2.31372549019608	1.25490196078431	1.72549019607843	2.37254901960784	3.01960784313726	5.45098039215686	8.90196078431372	13.6862745098039	16.6392156862745	9.45098039215687	11.1050980392157	18.8627450980392	15.4956862745098	12.6666666666667	21.2635294117647	36.1960784313726	29.6196078431373	30.3529411764706	11.7647058823529
"53"	"YC19:1053"	1	112	"G80"	"1"	2.19607843137255	1.52941176470588	2	1.01960784313726	1.01960784313725	4.58823529411765	3.01960784313726	5.69411764705882	7.17137254901961	10.5917647058823	15.6078431372549	5.49019607843137	9.4	16.4772549019608	15.921568627451	11.0588235294118	19.2980392156863	30.0223529411765	26.5882352941176	25.721568627451	10.8627450980392
"54"	"YC19:1054"	1	75	"LH61"	"1"	2.15686274509804	0.980392156862747	2.0392156862745	1.01960784313726	1.76470588235293	2.86274509803921	1.64705882352941	3.33333333333333	4.11764705882353	7.83647058823529	11.2549019607843	4.62745098039216	8.27450980392157	16.5152941176471	17.2549019607843	11.4866666666667	18.1219607843137	29.921568627451	23.5686274509804	22.1176470588235	12.2745098039216
"55"	"YC19:1055"	1	240	"PHB09"	"1"	2.07843137254902	0.980392156862742	1.09803921568627	0.705882352941182	1.1764705882353	2.86274509803922	1.84313725490196	3.96862745098039	6.31372549019608	8.10627450980392	11.1764705882353	6.91960784313725	8.45215686274509	14.8352941176471	17.5333333333333	11.0980392156863	18.4109803921569	26.7898039215686	24.7596078431372	24.7203921568627	11.1647058823529
"56"	"YC19:1056"	1	50	"L 127"	"1"	2.23529411764706	1.23803921568627	1.52156862745098	1.05882352941177	0.823529411764714	1.88235294117647	2.11764705882353	4.35294117647059	9.41176470588235	13.4117647058824	15.3164705882353	9.13411764705881	10.5098039215686	17.403137254902	16.1607843137255	11.2549019607843	19.9796078431373	31.2094117647059	25.4509803921569	22.2745098039216	11.0196078431373
"57"	"YC19:1057"	1	160	"DKFAPW"	"1"	3.09803921568627	0.901960784313722	1.72549019607844	0.823529411764714	0.745098039215684	3.01960784313726	2.90196078431373	4.43137254901961	5.67529411764706	9.83294117647059	15.3333333333333	6.89803921568627	9.96078431372549	15.6917647058823	14.9062745098039	10.156862745098	18.0564705882353	28.9803921568627	25.1192156862745	23.6443137254902	14.5882352941176
"58"	"YC19:1058"	1	149	"A680"	"1"	2.70588235294118	0.784313725490193	1.52941176470589	0.862745098039224	1.29411764705882	1.92156862745098	2.3921568627451	4.11764705882353	6.90196078431373	11.7101960784314	14.5035294117647	8.27450980392157	10.078431372549	15.4941176470588	13.2549019607843	11.5294117647059	19.843137254902	30.958431372549	28.6274509803922	29.9607843137255	13.0588235294118
"59"	"YC19:1059"	1	78	"MS225"	"1"	2.19607843137255	1.49019607843137	1.80392156862746	1.37254901960785	0.784313725490193	1.80392156862745	1.84313725490196	4.23529411764706	6.74509803921569	11.7066666666667	14.2745098039216	8.43137254901961	9.88235294117647	15.8862745098039	16.0392156862745	11.5294117647059	18.1960784313725	31.0525490196078	26.9949019607843	27.2156862745098	13.2941176470588
"60"	"YC19:1060"	1	153	"B76"	"1"	1.96078431372549	1.09803921568627	1.6078431372549	0.980392156862742	0.901960784313722	2.56549019607843	2.74509803921569	4.50196078431372	7.25490196078431	12.3921568627451	14.078431372549	8.3921568627451	9.88235294117648	14.4705882352941	14.7180392156863	10.7058823529412	18.3921568627451	30.3976470588235	27.8721568627451	28.5686274509804	11.1372549019608
"61"	"YC19:1061"	1	222	"H42"	"1"	1.96078431372549	1.1764705882353	1.88235294117646	1.13725490196078	0.862745098039224	3.2156862745098	2.27450980392157	4.08627450980392	5.01960784313726	9.98666666666666	11.9607843137255	4.93725490196078	7.80392156862746	13.8262745098039	13.8329411764706	11.0588235294118	17.4901960784314	26.0447058823529	23.0196078431373	22.7411764705882	13.6862745098039
"62"	"YC19:1062"	1	193	"W605S"	"1"	2.47058823529411	0.588235294117645	1.25490196078431	0.862745098039213	1.05882352941177	2.3921568627451	2.21843137254902	3.9235294117647	7.05882352941176	11.2549019607843	13.4549019607843	5.73647058823529	9.89019607843137	15.0588235294118	15.4509803921569	11.843137254902	19.1023529411765	30.2352941176471	27.2447058823529	29.3725490196078	11.7647058823529
"63"	"YC19:1063"	1	122	"LH54"	"1"	2.58823529411765	1.25490196078431	1.80392156862746	0.901960784313722	0.705882352941174	3.05882352941176	1.92156862745098	3.54509803921568	5.64705882352941	10.1286274509804	13.8823529411765	5.3835294117647	8.82666666666666	12.7674509803922	14.3921568627451	10.3529411764706	16.9062745098039	30.3639215686275	23.636862745098	23.3870588235294	10.5882352941176
"64"	"YC19:1064"	1	62	"W552"	"1"	2.58823529411765	0.784313725490199	1.37254901960785	0.901960784313722	1.37254901960784	1.90901960784313	1.25490196078431	3.52941176470588	6.50980392156863	9.84313725490196	14.6666666666667	6.15686274509804	9.2156862745098	12.9411764705882	14.0509803921569	9.76862745098039	15.5294117647059	27.6243137254902	23.9607843137255	22.7019607843137	11.7333333333333
"65"	"YC19:1065"	1	85	"PHKE6"	"1"	1.56862745098039	1.45098039215686	2.19607843137255	1.11372549019607	0.745098039215684	3.01960784313726	2.12313725490196	4.07843137254902	5.55607843137255	11.4901960784314	14.2333333333333	7.56862745098039	9.45098039215686	15.0980392156863	14.1333333333333	10.7058823529412	18.7450980392157	28.5490196078431	25.6470588235294	26.6360784313725	12.9019607843137
"66"	"YC19:1066"	1	161	"DKPB80"	"1"	2.15686274509804	1.13725490196079	1.45098039215686	0.941176470588232	1.33333333333333	2.50980392156863	2.5321568627451	4.70588235294118	8.28235294117647	12.6666666666667	14.9019607843137	8.80078431372549	10.078431372549	15.1764705882353	14.6666666666667	10.0392156862745	19.1372549019608	29.6470588235294	26.9019607843137	28.4066666666667	11.2549019607843
"67"	"YC19:1067"	1	114	"I29"	"1"	2.23529411764706	0.823529411764703	1.80392156862744	0.588235294117645	1.05882352941177	3.05882352941176	2.15686274509804	3.13725490196078	4	2.70588235294117	14.0078431372549	1.92627450980392	7.84313725490196	13.1764705882353	14.2643137254902	10.7450980392157	13.5337254901961	26.1176470588235	22.4313725490196	23.2901960784314	10.6274509803922
"68"	"YC19:1068"	1	177	"Ny821"	"1"	1.17647058823529	1.17647058823529	1.54823529411764	0.862745098039213	0.901960784313733	2.07843137254902	2.06156862745098	3.64705882352941	5.64705882352941	9.49019607843138	10.4705882352941	6.66666666666666	7.69411764705882	10.9803921568628	14.4862745098039	11.0588235294118	13.4901960784314	23.1764705882353	20.8772549019608	21.956862745098	12.9019607843137
"69"	"YC19:1069"	1	183	"PHN66"	"1"	2.07843137254902	0.784313725490204	2	0.980392156862742	0.666666666666664	2.96078431372549	2.7843137254902	4.74509803921569	6.8235294117647	10.0392156862745	13.2380392156863	6.48235294117647	8.23529411764705	14.5882352941176	14.643137254902	10.6666666666667	17.7094117647059	28.2250980392157	25.2549019607843	26.8627450980392	12.7058823529412
"70"	"YC19:1070"	1	151	"B-18 INBR.FR.SUPERGOLD"	"1"	2.17254901960785	0.784313725490204	1.01960784313725	1.05882352941176	1.29411764705882	1.92156862745098	2	3.39372549019608	5.02352941176471	5.93725490196078	11.6470588235294	4.19607843137256	8.23529411764706	13.0733333333333	15.5411764705882	10.6274509803922	16.1756862745098	25.9478431372549	22.5098039215686	24.9803921568627	10.8682352941176
